yyyymm,equity_premium,b/m,tbl,ntis,infl,ltr,svar,dp,dy,ep,tms,dfy,dfr
196409,0.053945145,0.486537121,0.0353,0.020403063,0.0021482,0.005,0.000170494,-3.540959324,-3.512645885,-2.935568955,0.0068,0.004,0.0089
196410,0.033647168,0.487813259,0.0357,0.02011571,0.0010724,0.0043,0.000187051,-3.54084149,-3.532796013,-2.937665717,0.0064,0.0039,0.0085
196411,0.020721859,0.486503775,0.0364,0.019166391,0.0021413,0.0017,0.000212882,-3.52754578,-3.53274428,-2.926555892,0.0058,0.0038,0.0079
196412,0.029773221,0.4872273,0.0384,0.023094426,0.0010689,0.003,0.000351216,-3.523415014,-3.519513608,-2.924578513,0.0039,0.0037,0.006
196501,0.05778045,0.471723191,0.0381,0.017902888,0,0.004,0.000165822,-3.549387674,-3.516769147,-2.947719021,0.0041,0.0037,0.0062
196502,0.02380287,0.471399478,0.0393,0.01482136,0,0.0014,0.000393197,-3.54130383,-3.54278963,-2.936842037,0.0031,0.0037,0.0048
196503,0.011259149,0.469489905,0.0393,0.01913236,0.0010678,0.0054,0.000144621,-3.520112674,-3.534745114,-2.912907923,0.0029,0.0036,0.0049
196504,0.05882322,0.452559335,0.0393,0.014720715,0.0031966,0.0036,0.000162754,-3.545965663,-3.512300134,-2.93524259,0.0029,0.0037,0.005
196505,0.017856162,0.454664285,0.0389,0.016243187,0.0021254,0.0018,0.000333771,-3.530440313,-3.538213686,-2.916263217,0.0034,0.0037,0.0055
196506,-0.02246501,0.480858957,0.038,0.017549248,0.0052938,0.0047,0.001829379,-3.472894129,-3.522747967,-2.85532963,0.0043,0.0039,0.0066
196507,0.040490003,0.473382176,0.0384,0.015625596,0.0010554,0.0022,0.000521857,-3.479871232,-3.466527467,-2.859077026,0.004,0.004,0.0064
196508,0.048945289,0.467360878,0.0384,0.015599341,-0.0021119,-0.0013,0.000107532,-3.495820749,-3.47354863,-2.871846019,0.0044,0.0039,0.0065
196509,0.057378199,0.448537471,0.0392,0.016893596,0.0021119,-0.0034,0.000299084,-3.521039004,-3.489534112,-2.893935236,0.0041,0.0039,0.006
196510,0.052205509,0.434420599,0.0403,0.01746245,0.0010543,0.0027,0.000188383,-3.540526611,-3.513548333,-2.906955162,0.003,0.0037,0.0053
196511,0.01683549,0.440895311,0.0409,0.020761642,0.0021053,-0.0062,0.000141427,-3.524288663,-3.533091632,-2.884385997,0.0032,0.0035,0.0051
196512,0.034264158,0.430637806,0.0438,0.020836266,0.0031496,-0.0078,0.000301365,-3.525819721,-3.516908556,-2.879717904,0.0012,0.0034,0.003
196601,0.030105402,0.424398328,0.0459,0.020277389,0,-0.0104,0.000151802,-3.523350417,-3.518493681,-2.874986839,-0.0002,0.0032,0.0015
196602,0.007898656,0.438496045,0.0465,0.020025631,0.0062696,-0.025,0.000337065,-3.498043492,-3.516077658,-2.847455925,0.0012,0.0034,0.0013
196603,0.004798096,0.490175936,0.0459,0.016787641,0.0031201,0.0296,0.000931034,-3.468766378,-3.490823244,-2.815991653,0.0001,0.004,0.0033
196604,0.046701525,0.485498244,0.0462,0.015635673,0.0041451,-0.0063,0.000351263,-3.483089206,-3.462787882,-2.828830256,0.0005,0.0045,0.0034
196605,-0.027385871,0.512742204,0.0464,0.015944913,0.0010336,-0.0059,0.001935492,-3.421488948,-3.477149795,-2.765761967,0.0009,0.005,0.0034
196606,0.012830691,0.520974601,0.045,0.017122262,0.0030944,-0.0016,0.000501212,-3.399311034,-3.415581071,-2.742138955,0.0027,0.0051,0.0057
196607,0.015978467,0.534943001,0.048,0.01864057,0.0030848,-0.0037,0.001013784,-3.378724526,-3.392268751,-2.725546268,0.0002,0.0052,0.0036
196608,-0.048525289,0.574954656,0.0496,0.021469536,0.0051203,-0.0206,0.003165256,-3.290791251,-3.37173149,-2.641568652,0.0003,0.0052,0.0035
196609,0.025549612,0.585492496,0.0537,0.016983868,0.0020408,0.0332,0.001600328,-3.276818245,-3.283846778,-2.631510124,-0.0057,0.006,0.0012
196610,0.077311,0.561661318,0.0535,0.015183575,0.0040692,0.0228,0.002546772,-3.325577639,-3.279128871,-2.675542576,-0.0068,0.0069,0.0006
196611,0.033811818,0.57264493,0.0532,0.017549156,0,-0.0148,0.000774402,-3.331002498,-3.32789014,-2.676242636,-0.0052,0.0078,0.0003
196612,0.029478141,0.576945106,0.0496,0.017207926,0.0010147,0.0413,0.00062696,-3.33183112,-3.333323844,-2.672345222,-0.0041,0.0079,0.0043
196701,0.104050404,0.533363141,0.0472,0.015697792,0,0.0154,0.000733477,-3.403624988,-3.328352856,-2.753640865,-0.0024,0.0077,0.0048
196702,0.030920983,0.540047893,0.0456,0.017701209,0.0010137,-0.0221,0.0004124,-3.402119678,-3.40015878,-2.7616636,0.0009,0.0079,0.0047
196703,0.066748004,0.549550798,0.0426,0.014921684,0.0020243,0.0198,0.000501141,-3.43731869,-3.398665443,-2.806413818,0.0029,0.0072,0.0087
196704,0.068553286,0.530516694,0.0384,0.015046356,0.0020202,-0.0291,0.000837117,-3.478690423,-3.43731869,-2.855152067,0.0093,0.0072,0.0127
196705,-0.024829997,0.558201182,0.036,0.01146467,0.0030227,-0.0039,0.000890352,-3.424824105,-3.478690423,-2.808706934,0.0122,0.0072,0.0164
196706,0.04590431,0.553204845,0.0354,0.010153386,0.0030136,-0.0312,0.001070719,-3.44218488,-3.424824105,-2.833544379,0.0153,0.0071,0.019
196707,0.07105401,0.526298328,0.0421,0.006687535,0.0050025,0.0068,0.000218442,-3.484233748,-3.439887521,-2.879768541,0.0084,0.0068,0.0137
196708,0.015295321,0.528020948,0.0427,0.005841837,0.0029895,-0.0084,0.00029662,-3.470160886,-3.481945087,-2.869865807,0.0087,0.0071,0.0135
196709,0.058322348,0.513564846,0.0442,0.005600204,0.0019881,-0.0004,0.000358545,-3.500133193,-3.467874026,-2.904009989,0.0075,0.0075,0.0123
196710,-0.002663225,0.540955282,0.0456,0.00371557,0.0029747,-0.04,0.000444914,-3.47064677,-3.500133193,-2.872638551,0.0093,0.007,0.0126
196711,0.027713843,0.543382697,0.0473,0.002773332,0.0029659,-0.0196,0.00095478,-3.471711166,-3.47064677,-2.871821479,0.0094,0.0065,0.0134
196712,0.051615056,0.525792445,0.0497,0.014361073,0.0029571,0.0192,0.000270886,-3.497648463,-3.471711166,-2.895880841,0.0059,0.0074,0.0122
196801,-0.01773398,0.556302384,0.05,0.012854154,0.0039293,0.0328,0.000483346,-3.449391453,-3.494229656,-2.844186272,0.0036,0.0067,0.0117
196802,-0.003499734,0.566210589,0.0498,0.010450728,0.0029369,-0.0033,0.00082043,-3.414263573,-3.445984295,-2.805657725,0.0044,0.007,0.0112
196803,0.037229609,0.566809807,0.0517,0.012677156,0.0048757,-0.0212,0.001395506,-3.420224257,-3.410867984,-2.808250366,0.0043,0.0074,0.0094
196804,0.104175473,0.522352064,0.0538,0.00814016,0.002914,0.0227,0.001607559,-3.494461393,-3.415715791,-2.879062449,0.0009,0.0076,0.0083
196805,0.036109459,0.53003337,0.0566,0.010646413,0.0029056,0.0043,0.000386513,-3.501077066,-3.489969803,-2.882296827,-0.0019,0.0076,0.0061
196806,0.034063201,0.530741813,0.0552,0.012090096,0.0057859,0.023,0.000499481,-3.505687954,-3.496608904,-2.883566287,-0.0018,0.0079,0.0076
196807,0.007189654,0.539637599,0.0531,0.013885435,0.0047962,0.0289,0.00075662,-3.482589219,-3.501239668,-2.859544294,-0.0014,0.0074,0.0093
196808,0.037210406,0.5318021,0.0509,0.018035051,0.0028667,-0.0003,0.000316402,-3.489551134,-3.478157318,-2.865595266,0.0011,0.008,0.0093
196809,0.062575185,0.509195439,0.0519,0.018287028,0.0028585,-0.0102,0.000268231,-3.522957342,-3.485142088,-2.898096069,0.0012,0.0082,0.0078
196810,0.031728378,0.500320247,0.0535,0.019410059,0.0056926,-0.0132,0.000268413,-3.525749359,-3.518567651,-2.899406355,0.0008,0.0075,0.0074
196811,0.070123371,0.483717059,0.0545,0.021188685,0.0037772,-0.0269,0.000262966,-3.56822521,-3.521375581,-2.940417088,0.0021,0.0082,0.0074
196812,-0.01834355,0.504900662,0.0596,0.031961491,0.0028235,-0.0363,0.000333982,-3.521366277,-3.563873736,-2.892106364,0.0002,0.0078,0.0049
196901,0.016127285,0.503673167,0.0614,0.036524573,0.0028156,-0.0206,0.000606787,-3.509896474,-3.518114241,-2.880422388,0.0003,0.0073,0.0045
196902,-0.022629705,0.52639719,0.0612,0.041317412,0.0037418,0.0042,0.000595574,-3.458122039,-3.50665498,-2.828435213,0.0006,0.0064,0.0054
196903,0.058929352,0.557040236,0.0602,0.039508092,0.0083682,0.001,0.000541617,-3.488755204,-3.454891019,-2.858857054,0.0018,0.0066,0.0083
196904,0.045708944,0.548422404,0.0611,0.044291034,0.0064606,0.0427,0.000550428,-3.506782952,-3.48553459,-2.878960025,-0.0018,0.0065,0.0078
196905,0.022456865,0.555804429,0.0604,0.044005738,0.0027561,-0.049,0.000426897,-3.501352063,-3.503572677,-2.875597044,0.0031,0.0073,0.0075
196906,-0.031016629,0.596777334,0.0644,0.045152858,0.0064015,0.0214,0.00075224,-3.440970903,-3.49815206,-2.817273111,-0.0021,0.0072,0.0054
196907,-0.034311253,0.63901799,0.07,0.051160996,0.0045475,0.0079,0.0023057,-3.376777314,-3.43884218,-2.752357859,-0.0079,0.0076,0.0008
196908,0.065856279,0.622788986,0.0698,0.046914853,0.0045269,-0.0069,0.000918221,-3.413948207,-3.374656294,-2.78880919,-0.0068,0.0089,-0.0001
196909,0.002017456,0.640888463,0.0709,0.04839134,0.0045065,-0.0531,0.000891555,-3.386486531,-3.411828501,-2.760632986,-0.0032,0.0091,0.0005
196910,0.069373453,0.608768794,0.07,0.048630421,0.0035907,0.0365,0.000753723,-3.428723112,-3.385429947,-2.810171419,-0.0047,0.0089,0.0033
196911,-0.008848172,0.641511757,0.0724,0.047904136,0.0053619,-0.0243,0.000509125,-3.391753786,-3.427664475,-2.780543527,-0.0048,0.009,0.0011
196912,0.008401877,0.651082013,0.0782,0.034273783,0.0062195,-0.0068,0.001163582,-3.371868511,-3.390699433,-2.768036856,-0.0095,0.0093,-0.001
197001,-0.049580929,0.700346746,0.0787,0.034473208,0.0035367,-0.0021,0.00106709,-3.291261253,-3.370815268,-2.697170992,-0.0094,0.0095,0.0004
197002,0.080180671,0.670147507,0.0713,0.035855217,0.0052817,0.0587,0.001058714,-3.341558063,-3.29020596,-2.757287393,-0.0062,0.0085,0.008
197003,0.030683015,0.690326769,0.0663,0.035841581,0.005254,-0.0068,0.000963563,-3.341958497,-3.340507037,-2.767580643,-0.0002,0.0079,0.0121
197004,-0.062078235,0.736750581,0.0651,0.035712125,0.0060949,-0.0413,0.00161469,-3.246066879,-3.340908576,-2.679273572,0.0048,0.0087,0.0132
197005,-0.027944229,0.774227628,0.0684,0.038661028,0.0043309,-0.0468,0.008151871,-3.182110644,-3.245014911,-2.622945114,0.0059,0.0087,0.0127
197006,-0.014094104,0.793381417,0.0668,0.042299183,0.0051724,0.0486,0.002651909,-3.129735253,-3.181062925,-2.57823859,0.0041,0.0077,0.018
197007,0.105334181,0.738707568,0.0645,0.043081634,0.0034335,0.0319,0.002126499,-3.199421828,-3.128688631,-2.658679991,0.0042,0.0096,0.0199
197008,0.076503033,0.709278297,0.0641,0.038736729,0.0017123,-0.0019,0.001887124,-3.241871904,-3.198373163,-2.711983959,0.0053,0.0131,0.0172
197009,0.064546894,0.712914761,0.0612,0.037949596,0.0051195,0.0228,0.001057986,-3.273292762,-3.240827472,-2.754349704,0.0068,0.013,0.0197
197010,0.021018983,0.717698284,0.0591,0.036969795,0.0050934,-0.0109,0.001043412,-3.267066619,-3.278532169,-2.757291548,0.0102,0.013,0.0212
197011,0.077516709,0.682920072,0.0528,0.035231894,0.0033812,0.0791,0.000885428,-3.318686656,-3.272330454,-2.818263835,0.0109,0.0133,0.0277
197012,0.084662209,0.646426358,0.0487,0.031468174,0.0050505,-0.0084,0.000535191,-3.379194884,-3.323981531,-2.888312025,0.0161,0.0148,0.0277
197101,0.068103171,0.624409902,0.0444,0.030599292,0.0008393,0.0506,0.000541037,-3.422064405,-3.38238468,-2.92216083,0.0168,0.0138,0.0292
197102,0.037688597,0.617070423,0.037,0.025807473,0.0016764,-0.0163,0.000451438,-3.43429733,-3.425264408,-2.925396635,0.0259,0.0131,0.0338
197103,0.063851368,0.633811383,0.0338,0.026404683,0.0033445,0.0526,0.000492715,-3.473642665,-3.437507606,-2.955767989,0.0255,0.0125,0.0383
197104,0.061876263,0.608654101,0.0386,0.026562627,0.0033333,-0.0283,0.000307568,-3.510358601,-3.474713978,-2.985047853,0.0233,0.012,0.0339
197105,-0.015223413,0.631409656,0.0414,0.029728455,0.0049793,-0.0006,0.000539272,-3.468987596,-3.511434286,-2.936274766,0.021,0.0109,0.0339
197106,0.027363696,0.643221043,0.0475,0.027278498,0.005778,-0.0159,0.000924559,-3.470763565,-3.470061213,-2.930692374,0.0166,0.0111,0.0289
197107,-0.014817131,0.667730625,0.054,0.025796321,0.0024661,0.003,0.000518436,-3.429636253,-3.471838336,-2.88162108,0.0103,0.0112,0.0224
197108,0.062100941,0.638257597,0.0494,0.026781963,0.00246,0.0471,0.002451185,-3.466174654,-3.430715413,-2.91025983,0.0116,0.0117,0.0265
197109,0.020037738,0.64608483,0.0469,0.027934417,0.0008187,0.0204,0.000524264,-3.460259771,-3.467251744,-2.896491728,0.0129,0.0115,0.0275
197110,-0.01421155,0.683194279,0.0446,0.029243829,0.0016353,0.0167,0.000661946,-3.41972842,-3.46242068,-2.837360742,0.0142,0.0109,0.0293
197111,0.026142793,0.689489258,0.0422,0.02945191,0.0016327,-0.0047,0.001866276,-3.41934055,-3.421890759,-2.818637674,0.0174,0.0112,0.0304
197112,0.10895294,0.643900247,0.0401,0.034023359,0.00407,0.0044,0.001183026,-3.504177216,-3.421510832,-2.885388602,0.0196,0.0113,0.0324
197201,0.044250844,0.635356973,0.0338,0.033075117,0.000812,-0.0063,0.00049422,-3.522136248,-3.504177216,-2.896934907,0.0268,0.0104,0.0381
197202,0.050721795,0.617585899,0.032,0.033029779,0.0048583,0.0088,0.000284376,-3.547124485,-3.522136248,-2.915553009,0.0282,0.0096,0.0407
197203,0.031021524,0.645901988,0.0373,0.031723183,0.0016142,-0.0082,0.000545087,-3.553018687,-3.547124485,-2.915115678,0.024,0.01,0.0351
197204,0.029397196,0.636783802,0.0371,0.032491832,0.0024164,0.0027,0.000383409,-3.557393432,-3.553018687,-2.910353292,0.0244,0.0094,0.0359
197205,0.041695722,0.632442335,0.0369,0.030657067,0.0032129,0.027,0.000769029,-3.574520923,-3.557393432,-2.918424694,0.0228,0.0093,0.0361
197206,0.002930819,0.654015479,0.0391,0.03419939,0.0024029,-0.0065,0.000365358,-3.552458829,-3.574520923,-2.887389463,0.0216,0.0097,0.0332
197207,0.027230554,0.657049549,0.0398,0.033325093,0.003992,0.0216,0.000595479,-3.553705404,-3.551374726,-2.880272448,0.0195,0.0102,0.0323
197208,0.05784233,0.63046704,0.0402,0.031848785,0.0015924,0.0029,0.000594997,-3.58649284,-3.552619225,-2.90478844,0.0193,0.01,0.0317
197209,0.018723539,0.637385001,0.0466,0.032869775,0.0039698,-0.0083,0.000465713,-3.58053831,-3.585411087,-2.890643165,0.014,0.0087,0.0256
197210,0.032756771,0.635884126,0.0474,0.032353444,0.0031646,0.0234,0.000858267,-3.582266094,-3.572992179,-2.884831122,0.0117,0.0085,0.0247
197211,0.067070733,0.596733483,0.0478,0.03095225,0.0023669,0.0226,0.00048846,-3.619380896,-3.574773282,-2.914575405,0.0099,0.0087,0.0234
197212,0.033867637,0.595674595,0.0507,0.034203484,0.0031471,-0.0229,0.000517178,-3.623705811,-3.611946984,-2.911690146,0.0092,0.0085,0.0201
197301,0.005074323,0.608196032,0.0541,0.035647312,0.0031373,-0.0321,0.000515628,-3.604331104,-3.621590589,-2.874892255,0.0144,0.0075,0.0174
197302,-0.014946593,0.636183735,0.056,0.036299867,0.007023,0.0014,0.001264572,-3.564012369,-3.602223508,-2.817518653,0.0128,0.0075,0.0162
197303,0.021520197,0.676018128,0.0609,0.036706149,0.009288,0.0082,0.001557543,-3.560472359,-3.561906051,-2.797281335,0.0077,0.0074,0.012
197304,-0.017516988,0.697719849,0.0626,0.037833237,0.0069098,0.0046,0.001517541,-3.513571937,-3.555227463,-2.734766935,0.0061,0.0083,0.01
197305,0.005701521,0.713215962,0.0636,0.039602216,0.0061022,-0.0105,0.003077462,-3.489293153,-3.508357528,-2.695268492,0.0067,0.0077,0.0093
197306,0.017829071,0.720974308,0.0719,0.039013399,0.0068208,-0.0021,0.002164598,-3.47750642,-3.484102687,-2.668648743,-0.0009,0.0076,0.0018
197307,0.060073126,0.693976684,0.0801,0.037350063,0.0022633,-0.0433,0.001868018,-3.509621169,-3.472342756,-2.684941436,-0.0041,0.0079,-0.0056
197308,-0.013869368,0.724337235,0.0867,0.037388768,0.0179243,0.0391,0.001095856,-3.467112774,-3.504487105,-2.627011421,-0.0139,0.0085,-0.0099
197309,0.062116512,0.678808996,0.0829,0.034361226,0.0029564,0.0318,0.000934547,-3.501314819,-3.462001876,-2.64618402,-0.0126,0.01,-0.0066
197310,0.022769741,0.672081791,0.0722,0.03466033,0.0080853,0.0215,0.001344717,-3.488871173,-3.490163163,-2.624723576,-0.0033,0.0081,0.0038
197311,-0.093158708,0.781878991,0.0783,0.038736339,0.007294,-0.0183,0.004369728,-3.356964122,-3.477845497,-2.484073733,-0.0071,0.0075,-0.0016
197312,0.044287436,0.755588463,0.0745,0.013007395,0.0065194,-0.0082,0.005358381,-3.362489358,-3.346055728,-2.481120898,-0.0019,0.008,0.0023
197401,0.018030074,0.751446438,0.0777,0.011626749,0.0086269,-0.0083,0.003409512,-3.346492702,-3.356589635,-2.462886818,-0.0037,0.0065,0.0006
197402,0.025362223,0.747097719,0.0712,0.010918648,0.0128025,-0.0024,0.001878014,-3.336996685,-3.340627583,-2.451185659,0.0036,0.0068,0.0073
197403,0.005760959,0.815184013,0.0796,0.010399936,0.011244,-0.0292,0.001693666,-3.307610522,-3.331165765,-2.419623567,-0.0013,0.0061,0.0005
197404,-0.009178685,0.824858082,0.0833,0.009657061,0.0055749,-0.0253,0.001729145,-3.261979607,-3.301813405,-2.364751499,-0.0017,0.0062,-0.0008
197405,-0.00188787,0.860416121,0.0823,0.009246539,0.0110575,0.0123,0.002098706,-3.222089048,-3.256215902,-2.315810338,-0.0013,0.0068,0.0014
197406,0.01853395,0.860158772,0.079,0.00802781,0.009576,0.0045,0.002300341,-3.201584328,-3.216358373,-2.286437107,0.0022,0.008,0.0057
197407,-0.043727926,0.911239322,0.0755,0.007508963,0.0074602,-0.0029,0.004917534,-3.112066353,-3.193049425,-2.191441684,0.0068,0.0076,0.0117
197408,-0.053920639,1.017123994,0.0896,0.006624728,0.0127561,-0.0232,0.004791049,-3.00898674,-3.103603679,-2.083004917,-0.0041,0.0077,0.0004
197409,-0.078832914,1.135440144,0.0806,0.005215823,0.0119365,0.0247,0.007811715,-2.873517426,-3.000595083,-1.942296918,0.0031,0.0094,0.0118
197410,0.192305573,1.037083784,0.0746,0.003732969,0.008533,0.0489,0.010084954,-3.023633479,-2.87259028,-2.101422084,0.0049,0.0121,0.0181
197411,-0.010745758,1.115637022,0.0747,0.007886403,0.0084608,0.0295,0.003513839,-2.968058161,-3.022704411,-2.054924769,0.0024,0.0171,0.0142
197412,0.024860964,1.120018175,0.0715,0.008845955,0.0071037,0.0171,0.003814438,-2.946775429,-2.967132733,-2.042782225,0.0045,0.0174,0.0174
197501,0.156614023,0.980829627,0.0626,0.008575239,0.0044944,0.0225,0.004017213,-3.056152155,-2.940315782,-2.175254524,0.017,0.0198,0.0257
197502,0.097302759,0.933901631,0.055,0.011713621,0.0070221,0.0131,0.00217907,-3.107892283,-3.049731225,-2.250331786,0.0238,0.0203,0.0312
197503,0.059971181,0.972466315,0.0549,0.020526451,0.0038095,-0.0267,0.002402643,-3.122976916,-3.101515043,-2.289002137,0.0275,0.0181,0.0318
197504,0.082832725,0.909489371,0.0561,0.022552356,0.0050569,-0.0182,0.002313727,-3.165533229,-3.119351344,-2.354702263,0.0291,0.0163,0.0334
197505,0.078552792,0.8975237,0.0523,0.023007092,0.0044039,0.0212,0.001807184,-3.205074087,-3.161918048,-2.417766332,0.0313,0.0179,0.0367
197506,0.077152738,0.84983902,0.0534,0.023012454,0.0081276,0.0292,0.001353355,-3.244843018,-3.201474625,-2.481445894,0.0279,0.0185,0.0343
197507,-0.034207109,0.898365624,0.0613,0.025108124,0.0105297,-0.0087,0.001244415,-3.174791552,-3.244843018,-2.419805329,0.0216,0.0171,0.0271
197508,0.015153737,0.894246654,0.0644,0.026365665,0.003076,-0.0068,0.002343157,-3.15349598,-3.174791552,-2.406990724,0.02,0.0164,0.0251
197509,0.002674805,0.940948254,0.0642,0.027918747,0.004902,-0.0098,0.002304587,-3.118236104,-3.15349598,-2.380285647,0.022,0.0166,0.0253
197510,0.095565231,0.893497919,0.0596,0.025875711,0.0060939,0.0475,0.00215464,-3.180752887,-3.120935161,-2.431548575,0.0223,0.0176,0.029
197511,0.059487404,0.867928474,0.0548,0.02462068,0.006057,-0.0109,0.000812701,-3.207866939,-3.183459249,-2.447475298,0.029,0.0178,0.033
197512,0.023884116,0.876338851,0.0544,0.023709429,0.0042181,0.039,0.001330808,-3.199005804,-3.210580645,-2.427489556,0.0261,0.0177,0.0335
197601,0.143624737,0.765933886,0.0487,0.021850489,0.0024024,0.009,0.001978298,-3.309916182,-3.198101322,-2.510413008,0.0315,0.0181,0.0373
197602,0.020772673,0.76803652,0.0488,0.022231369,0.0023966,0.0062,0.001221425,-3.297542361,-3.309009805,-2.470864297,0.0314,0.0169,0.0367
197603,0.061336688,0.784031217,0.05,0.015070147,0.0023909,0.0166,0.001265717,-3.326867024,-3.296639515,-2.473778759,0.0292,0.016,0.0352
197604,0.020776267,0.78607614,0.0486,0.014238437,0.0041704,0.0018,0.00100713,-3.30950811,-3.320564433,-2.440266311,0.0311,0.0154,0.0354
197605,0.017818836,0.803502764,0.052,0.014146386,0.0059277,-0.0158,0.000936506,-3.288773727,-3.303242318,-2.403835922,0.0301,0.0128,0.0338
197606,0.071024628,0.781427631,0.0541,0.018923185,0.0053051,0.0208,0.0009716,-3.322660632,-3.282549611,-2.422456038,0.0266,0.0127,0.0321
197607,0.023538138,0.795823854,0.0523,0.018840949,0.0058617,0.0078,0.00048717,-3.306625715,-3.31471357,-2.403615391,0.0282,0.0126,0.0333
197608,0.027027213,0.804732269,0.0514,0.020628366,0.0046647,0.0211,0.000744545,-3.293604397,-3.298741312,-2.387840078,0.0276,0.0119,0.0331
197609,0.054085076,0.791363274,0.0508,0.023781519,0.0040639,0.0145,0.000890683,-3.308170308,-3.285781672,-2.399702302,0.0273,0.0102,0.033
197610,0.010770544,0.812079633,0.0492,0.02556797,0.0040474,0.0084,0.001270002,-3.26851584,-3.291001653,-2.364729333,0.0287,0.0097,0.034
197611,0.026508941,0.827262938,0.0475,0.027894241,0.002881,0.0339,0.001117929,-3.243834572,-3.25163949,-2.344591269,0.0274,0.0098,0.035
197612,0.084536548,0.779973125,0.0435,0.028565706,0.0028727,0.0327,0.000576229,-3.278401804,-3.227235844,-2.383574337,0.0286,0.0114,0.0363
197701,-0.016335305,0.821065205,0.0462,0.02959896,0.0057208,-0.0388,0.00069564,-3.215092439,-3.266944237,-2.326020362,0.0302,0.0112,0.0334
197702,0.014879686,0.836803998,0.0467,0.027969433,0.0102158,-0.0049,0.000334679,-3.181868752,-3.203767075,-2.298456181,0.0308,0.0108,0.0337
197703,0.023733496,0.868429928,0.046,0.030337559,0.006192,0.0091,0.000665746,-3.156543302,-3.17066783,-2.278690773,0.0312,0.0102,0.035
197704,0.038654944,0.86115007,0.0454,0.031139359,0.0078256,0.0071,0.000984869,-3.143312079,-3.143108889,-2.267716584,0.0317,0.0103,0.035
197705,0.015813992,0.888211337,0.0496,0.035315639,0.0055525,0.0125,0.000634799,-3.106208269,-3.130058084,-2.232803242,0.0269,0.0096,0.0309
197706,0.082654634,0.871112081,0.0502,0.031941284,0.0066225,0.0164,0.000563354,-3.137486645,-3.093125354,-2.266231666,0.0252,0.0096,0.0293
197707,0.022934128,0.896783399,0.0519,0.033182021,0.0043908,-0.007,0.000594692,-3.110484247,-3.126839401,-2.24063908,0.0249,0.0093,0.0275
197708,0.019150714,0.92653426,0.0549,0.033750739,0.0038262,0.0198,0.000582452,-3.078684898,-3.099951419,-2.210229097,0.0205,0.0084,0.0249
197709,0.038238807,0.942262516,0.0581,0.032367976,0.0038116,-0.0029,0.000463184,-3.065776444,-3.068259632,-2.198675956,0.0183,0.0088,0.0211
197710,-0.001342021,0.975377284,0.0616,0.032775495,0.0027137,-0.0093,0.000726166,-3.008885323,-3.053261747,-2.148712926,0.0165,0.0085,0.0188
197711,0.069027184,0.96203447,0.061,0.029217127,0.0048662,0.0093,0.001387517,-3.023135876,-2.996527478,-2.169765754,0.0167,0.0087,0.0198
197712,0.045723389,0.960333025,0.0607,0.030475541,0.0037685,-0.0168,0.000626626,-3.013769898,-3.010926743,-2.167084033,0.0196,0.008,0.0212
197801,-0.017391036,1.036731089,0.0644,0.028814389,0.0058934,-0.008,0.000908056,-2.941046756,-3.004534305,-2.102678631,0.0172,0.0076,0.0197
197802,0.022759602,1.075567294,0.0645,0.031169141,0.0063898,0.0004,0.000669887,-2.90681994,-2.931893577,-2.076687983,0.0177,0.0073,0.0202
197803,0.07179171,1.111492553,0.0629,0.027569748,0.0074035,-0.0021,0.000622855,-2.922377223,-2.897751865,-2.100397171,0.0202,0.0075,0.0218
197804,0.125464713,1.005350404,0.0629,0.022945989,0.0089169,-0.0005,0.001741161,-2.996730396,-2.914766674,-2.172945649,0.0209,0.0076,0.0227
197805,0.047784745,1.001415639,0.0641,0.016559459,0.0093556,-0.0058,0.001085059,-2.993404668,-2.989179382,-2.167834524,0.0211,0.008,0.0228
197806,0.026770052,1.027901581,0.0673,0.016523465,0.0102935,-0.0062,0.001027411,-2.968166392,-2.985908208,-2.140851566,0.0192,0.0084,0.0203
197807,0.094628895,0.976260336,0.0701,0.014671414,0.0071429,0.0143,0.00084993,-3.013232547,-2.960725711,-2.183319909,0.0157,0.0072,0.0187
197808,0.066811693,0.960060218,0.0708,0.012025052,0.0055767,0.0218,0.001002245,-3.031442224,-3.005848828,-2.198965854,0.0135,0.0079,0.0161
197809,0.033966599,0.972257513,0.0785,0.012726385,0.0075548,-0.0106,0.000948016,-3.016823033,-3.024110632,-2.181837425,0.0075,0.0073,0.0084
197810,-0.050040837,1.062275222,0.0799,0.014375663,0.007996,-0.02,0.002100022,-2.917465948,-3.013507817,-2.064138936,0.009,0.007,0.009
197811,0.061289342,1.053527402,0.0864,0.014113759,0.0054604,0.0189,0.003180904,-2.930666568,-2.914163665,-2.059436024,0.0013,0.008,0.0039
197812,0.058620442,1.045701296,0.0908,0.014874873,0.0044455,-0.013,0.001665671,-2.942152551,-2.927373183,-2.053458052,-0.001,0.0078,0.0008
197901,0.081087896,1.003074283,0.0935,0.014449882,0.0088322,0.0191,0.001001125,-2.972619085,-2.933642513,-2.06655189,-0.0049,0.0088,-0.001
197902,0.007198055,1.040775451,0.0932,0.012292482,0.0116563,-0.0135,0.000814059,-2.926969591,-2.964178919,-2.004105171,-0.0024,0.0082,-0.0006
197903,0.095703676,1.033078939,0.0948,0.011731434,0.0096108,0.0129,0.000800771,-2.97228648,-2.918601987,-2.03318107,-0.0046,0.0089,-0.0011
