yyyymm,equity_premium,b/m,tbl,ntis,infl,ltr,svar,dp,dy,ep,tms,dfy,dfr
199311,0.01125713,0.311079411,0.031,0.043853595,0.000686106,-0.0259,0.000576328,-3.604593081,-3.617587821,-3.071875096,0.0341,0.0073,0.0383
199312,0.034102984,0.305267223,0.0306,0.045748758,0,0.002,0.000269686,-3.613042582,-3.603001991,-3.059120922,0.0348,0.0076,0.0387
199401,0.055373574,0.288058567,0.0298,0.043690716,0.002739728,0.0257,0.000423486,-3.641587705,-3.60960388,-3.078695386,0.0339,0.0073,0.0394
199402,-0.006459746,0.299058821,0.0325,0.045061941,0.003414117,-0.045,0.001026088,-3.607655128,-3.638160787,-3.035932473,0.0357,0.0068,0.0383
199403,-0.021628995,0.307483805,0.035,0.041917455,0.003402521,-0.0395,0.000892131,-3.557414039,-3.604239913,-2.976997768,0.0375,0.0065,0.0398
199404,0.036288924,0.303664786,0.0368,0.039864538,0.001357753,-0.015,0.001373677,-3.565475088,-3.554010449,-2.952566661,0.0377,0.0064,0.042
199405,0.036538665,0.297469476,0.0414,0.039659313,0.000678237,-0.0082,0.000750498,-3.574425885,-3.562083043,-2.930257738,0.0345,0.0063,0.0385
199406,-0.002136543,0.308417077,0.0414,0.034012389,0.003384098,-0.01,0.000797104,-3.543867187,-3.571045307,-2.869588491,0.036,0.0068,0.0383
199407,0.05507202,0.296985381,0.0433,0.031222203,0.002699016,0.0363,0.00032727,-3.572515865,-3.541533464,-2.872785892,0.0313,0.0069,0.0378
199408,0.059986522,0.285683819,0.0448,0.028716942,0.004035016,-0.0086,0.000560379,-3.607139571,-3.570187575,-2.882704069,0.0313,0.0067,0.0359
199409,-0.003555616,0.290904659,0.0462,0.029014304,0.002680926,-0.0331,0.000801876,-3.577550315,-3.604816689,-2.829115508,0.0338,0.0064,0.0372
199410,0.043672243,0.286071274,0.0495,0.026010585,0.000669161,-0.0025,0.001158422,-3.591745763,-3.571126035,-2.810627114,0.0314,0.0063,0.0362
199411,-0.016256233,0.298992614,0.0529,0.022925572,0.001336878,0.0066,0.000836383,-3.545056401,-3.585362491,-2.732684956,0.0279,0.0064,0.0339
199412,0.035851109,0.2915683,0.056,0.016594757,0,0.0161,0.000704927,-3.550937743,-3.538713616,-2.708638263,0.0239,0.0064,0.0286
199501,0.046861513,0.290853734,0.0571,0.015093064,0.004000005,0.0273,0.000289389,-3.574925384,-3.550937743,-2.711606537,0.0209,0.0062,0.0275
199502,0.057313203,0.278730036,0.0577,0.014532273,0.003984069,0.0287,0.000472432,-3.610364095,-3.574925384,-2.726458614,0.0181,0.0059,0.0249
199503,0.048169611,0.313876542,0.0573,0.014396863,0.003307975,0.0091,0.000484319,-3.637326562,-3.610364095,-2.733249723,0.0182,0.0058,0.0239
199504,0.048272471,0.301994701,0.0565,0.013012162,0.003297069,0.0169,0.000256928,-3.660109354,-3.63253281,-2.741756818,0.018,0.0057,0.0238
199505,0.055583765,0.292264254,0.0567,0.010736827,0.001973036,0.079,0.001011447,-3.691006449,-3.655338472,-2.758712195,0.011,0.0055,0.0198
199506,0.040744048,0.286429618,0.0547,0.008266052,0.001969151,0.0139,0.000696799,-3.707313583,-3.686258221,-2.761398696,0.0123,0.006,0.0183
199507,0.050395588,0.277160367,0.0542,0.007057614,0,-0.0168,0.000773225,-3.733373271,-3.702091639,-2.785445454,0.0149,0.0063,0.0199
199508,0.018939466,0.283046135,0.054,0.009117413,0.002619517,0.0236,0.000206741,-3.727858152,-3.728178454,-2.777942245,0.0134,0.0062,0.0217
199509,0.057885727,0.272494998,0.0528,0.006375549,0.001960144,0.0175,0.00038146,-3.762004669,-3.722690182,-2.810125052,0.0135,0.0061,0.0204
199510,0.013810683,0.274420245,0.0528,0.012218929,0.003258393,0.0294,0.000487822,-3.75187145,-3.75686327,-2.816760162,0.0113,0.0063,0.0184
199511,0.058173019,0.257168852,0.0536,0.016988812,-0.00065083,0.0249,0.000546172,-3.786985219,-3.74675635,-2.868752739,0.0087,0.0066,0.0166
199512,0.035152101,0.255026383,0.0514,0.015641026,-0.000651254,0.0272,0.000820543,-3.799189629,-3.78189615,-2.897949959,0.0089,0.0067,0.0168
199601,0.049539033,0.241877172,0.05,0.016241793,0.005846071,-0.0011,0.001383944,-3.823820901,-3.791724212,-2.929261719,0.0109,0.0066,0.0181
199602,0.024504525,0.237894737,0.0483,0.016915059,0.00323311,-0.0483,0.001267622,-3.82332062,-3.816410803,-2.935387221,0.0176,0.0064,0.0216
199603,0.025360432,0.239299615,0.0496,0.01700387,0.005151331,-0.021,0.001741708,-3.823850413,-3.815965028,-2.942488907,0.0188,0.0068,0.0239
199604,0.030626866,0.240075806,0.0495,0.021236985,0.003846159,-0.0165,0.000981834,-3.833181601,-3.819839555,-2.947347649,0.0211,0.0069,0.0255
199605,0.039432194,0.236923516,0.0502,0.026501502,0.001917546,-0.0054,0.00112531,-3.851782925,-3.829186765,-2.961531866,0.0215,0.0068,0.026
199606,0.019067759,0.236443725,0.0509,0.027299789,0.000638366,0.0203,0.000394793,-3.850058138,-3.847803985,-2.955444248,0.0194,0.0069,0.0262
199607,-0.028866859,0.241819894,0.0515,0.031223325,0.001912656,0.0018,0.002355153,-3.794161842,-3.840989363,-2.898262799,0.0192,0.007,0.025
199608,0.036471765,0.238061118,0.0505,0.030972886,0.001909005,-0.0139,0.001121505,-3.803813747,-3.785174571,-2.906654154,0.0221,0.0072,0.0241
199609,0.069619777,0.227297318,0.0509,0.02965773,0.003173598,0.029,0.000686235,-3.847662731,-3.794906528,-2.949266489,0.0195,0.0069,0.0257
199610,0.04232134,0.221747656,0.0499,0.025727987,0.003163559,0.0404,0.000606628,-3.868015821,-3.842220541,-2.950098191,0.0172,0.0068,0.024
199611,0.0860049,0.205007919,0.0503,0.022040693,0.001893342,0.0351,0.000703722,-3.933412053,-3.862603088,-2.99655161,0.014,0.0069,0.0207
199612,-0.005916268,0.20734273,0.0491,0.024100872,0,-0.0256,0.001709075,-3.906288474,-3.92802846,-2.951035193,0.0182,0.0069,0.0229
199701,0.074161074,0.196240103,0.0503,0.024380134,0.003147626,-0.0079,0.001360087,-3.962226094,-3.902715446,-2.997633608,0.0186,0.0067,0.0239
199702,0.020533332,0.194395411,0.0501,0.022885146,0.00313775,0.0005,0.00147476,-3.964575835,-3.958665787,-2.990796027,0.0193,0.0063,0.023
199703,-0.028136032,0.214780202,0.0514,0.021119839,0.00250313,-0.0252,0.002001484,-3.917479539,-3.961028159,-2.934660236,0.0209,0.0063,0.0241
199704,0.071123498,0.201741048,0.0516,0.016916109,0.001249219,0.0255,0.003005057,-3.972032181,-3.915268616,-2.988859166,0.0189,0.0061,0.0257
199705,0.070392145,0.192878588,0.0505,0.013265385,-0.000624415,0.0097,0.00200742,-4.026751579,-3.969826136,-3.043226536,0.0196,0.0062,0.0253
199706,0.055408938,0.184287615,0.0493,0.010847478,0.00124844,0.0195,0.001974443,-4.067085444,-4.02455039,-3.083210044,0.0195,0.0061,0.0248
199707,0.086833193,0.171964943,0.0505,0.011607854,0.001246883,0.0626,0.002010166,-4.13857629,-4.063354506,-3.157692274,0.0132,0.0061,0.0209
199708,-0.046607426,0.185505404,0.0514,0.012892189,0.001867414,-0.0317,0.002464728,-4.075697313,-4.13485922,-3.097791359,0.0158,0.006,0.0208
199709,0.063717644,0.177967857,0.0495,0.014650639,0.002484473,0.0316,0.002626512,-4.123783027,-4.071994008,-3.148841917,0.0154,0.0055,0.022
199710,-0.022548216,0.190000677,0.0497,0.016280535,0.002478316,0.0341,0.009363708,-4.085224006,-4.120310048,-3.121330422,0.0126,0.0057,0.0203
199711,0.055366231,0.180746299,0.0514,0.01568624,-0.000619003,0.0148,0.00266212,-4.125384469,-4.081763047,-3.172584202,0.01,0.0055,0.0173
199712,0.027145114,0.178800884,0.0516,0.015578728,-0.001239158,0.0184,0.002249391,-4.137544618,-4.121935447,-3.195884433,0.0086,0.0056,0.016
199801,0.021627246,0.178840273,0.0504,0.013758161,0.001858161,0.02,0.00246889,-4.1444209,-4.134321927,-3.207495122,0.0085,0.0058,0.0157
199802,0.078584436,0.165463097,0.0509,0.012074455,0.001854715,-0.0072,0.001053364,-4.209286991,-4.141208562,-3.277087556,0.009,0.0058,0.0158
199803,0.058642547,0.181140396,0.0503,0.016505999,0.001851281,0.0025,0.001136788,-4.254823369,-4.206084939,-3.327342286,0.0099,0.006,0.0169
199804,0.018972055,0.175872922,0.0495,0.016427098,0.00184786,0.0026,0.001614758,-4.257273634,-4.248238108,-3.341194655,0.0109,0.0064,0.0174
199805,-0.008749523,0.179102206,0.05,0.019098963,0.001844452,0.0182,0.000958824,-4.231725813,-4.250731456,-3.327029168,0.0092,0.0061,0.0169
199806,0.04849961,0.178060606,0.0498,0.024031457,0.001227747,0.0228,0.00209733,-4.263906552,-4.225226157,-3.370573262,0.0078,0.006,0.0155
199807,-0.001625837,0.179438109,0.0496,0.025363177,0.001226242,-0.004,0.002228143,-4.248052153,-4.259735534,-3.36644551,0.0088,0.006,0.0159
199808,-0.145007905,0.211432092,0.049,0.028529545,0.00122474,0.0465,0.009334017,-4.086312391,-4.243898461,-3.216472592,0.0057,0.0062,0.0162
199809,0.072439749,0.203248404,0.0461,0.024092399,0.001223242,0.0395,0.009970951,-4.142702179,-4.08217588,-3.284670448,0.0056,0.0069,0.0179
199810,0.088540957,0.185519077,0.0396,0.020749101,0.002442004,-0.0218,0.005171595,-4.218904127,-4.14167072,-3.365234855,0.0144,0.0081,0.0241
199811,0.067580877,0.174846845,0.0441,0.022012234,0,0.0097,0.001936735,-4.275317802,-4.21787373,-3.426021058,0.0094,0.0093,0.02
199812,0.064278089,0.173611315,0.0439,0.020063152,-0.000609942,-0.0032,0.003286907,-4.329131994,-4.274288466,-3.484217925,0.0103,0.0101,0.0183
199901,0.049218816,0.170320619,0.0434,0.015593892,0.002437539,0.0121,0.003335623,-4.364191978,-4.324001146,-3.518503834,0.0102,0.0105,0.019
199902,-0.023384945,0.17127681,0.0444,0.018453419,0.001216545,-0.052,0.00348213,-4.326272231,-4.359087321,-3.479818485,0.0143,0.0099,0.0196
199903,0.047067448,0.172897171,0.0444,0.020676299,0.003034904,-0.0008,0.003213553,-4.3592541,-4.321193499,-3.512043087,0.0148,0.0091,0.0218
199904,0.045911973,0.156825876,0.0429,0.025188267,0.007246409,0.0021,0.002726647,-4.396495916,-4.3592541,-3.526615204,0.0165,0.0084,0.0235
199905,-0.016480672,0.160231135,0.045,0.025906213,0,-0.0185,0.003085638,-4.37120845,-4.396495916,-3.479160584,0.0165,0.0079,0.0243
199906,0.061112266,0.154227447,0.0457,0.018876171,0,-0.0078,0.002409247,-4.42421669,-4.37120845,-3.510482414,0.017,0.0079,0.0266
199907,-0.024011075,0.158796473,0.0455,0.019437344,0.003003907,-0.0077,0.001611182,-4.387803216,-4.420374032,-3.454301734,0.0184,0.0076,0.0264
199908,0.002268919,0.156243027,0.0472,0.018956094,0.002396646,-0.0053,0.002729877,-4.377701489,-4.383975268,-3.424962682,0.0177,0.0075,0.0268
199909,-0.019978155,0.163684498,0.0468,0.02045895,0.004776129,0.0084,0.002704945,-4.344920871,-4.373888138,-3.373450177,0.0178,0.0081,0.0271
199910,0.06875891,0.157690661,0.0486,0.02052106,0.001785184,-0.0012,0.004875934,-4.404581536,-4.34391977,-3.40268793,0.0165,0.0083,0.0269
199911,0.026590606,0.155545967,0.0507,0.018354763,0.000594354,-0.0061,0.001354258,-4.422463909,-4.403581436,-3.391103847,0.0155,0.0079,0.0229
199912,0.063194968,0.147167259,0.052,0.017962181,0,-0.0155,0.001148772,-4.477697608,-4.421464808,-3.417770925,0.0162,0.0064,0.0235
200001,-0.04476389,0.15465416,0.0532,0.0253867,0.002970885,0.0228,0.005206354,-4.424055718,-4.476300541,-3.346471379,0.0134,0.0055,0.0246
200002,-0.012763917,0.167056433,0.0555,0.027434112,0.005924171,0.0264,0.003000422,-4.402347539,-4.422660601,-3.307459897,0.0091,0.0061,0.0213
200003,0.098703989,0.149973562,0.0569,0.01830689,0.008244994,0.0367,0.00667834,-4.493278177,-4.400954365,-3.381428512,0.0049,0.0069,0.0199
200004,-0.024537044,0.152600418,0.0566,0.010146134,0.000584112,-0.0076,0.007941721,-4.46319223,-4.494472207,-3.343822496,0.0064,0.0076,0.0198
200005,-0.015282747,0.155668731,0.0579,0.009206215,0.001167542,-0.0054,0.005185498,-4.442228989,-4.464387687,-3.315377526,0.0061,0.0091,0.022
200006,0.030325379,0.156777962,0.0569,-0.002993033,0.005247813,0.0244,0.002359743,-4.467077508,-4.443425877,-3.332782155,0.0053,0.0081,0.0198
200007,-0.009921863,0.155674151,0.0596,-0.010403127,0.002320186,0.0173,0.002065471,-4.457812825,-4.474289078,-3.304942869,0.0015,0.007,0.0169
200008,0.064640268,0.146053064,0.0609,0.001372012,0,0.024,0.001039275,-4.524004937,-4.465076779,-3.352635662,-0.0015,0.0071,0.0146
200009,-0.048655708,0.153789463,0.06,0.000814456,0.005208333,-0.0157,0.001599983,-4.47635575,-4.531322043,-3.286558838,0.0012,0.0073,0.0162
200010,0.001296934,0.149300789,0.0611,-0.000316997,0.001727116,0.0187,0.005568073,-4.472822974,-4.477784759,-3.304832007,-0.0011,0.0079,0.0144
200011,-0.0762831,0.157280893,0.0617,-0.000960006,0.000574713,0.0319,0.003272437,-4.390797895,-4.474254029,-3.245163559,-0.0041,0.0083,0.0128
200012,0.011484692,0.151851504,0.0577,-0.006431545,-0.000574383,0.0243,0.005299359,-4.396276193,-4.392231,-3.273576109,-0.0019,0.0081,0.0144
200101,0.041526461,0.150449666,0.0515,-0.009339212,0.006321839,0.0005,0.004941048,-4.436491687,-4.402441441,-3.338498019,0.0047,0.0078,0.02
200102,-0.088020719,0.156070091,0.0488,-0.011446346,0.003997716,0.0191,0.002528447,-4.345864091,-4.442695181,-3.273522095,0.0061,0.0077,0.0222
200103,-0.056372406,0.133113551,0.0442,-0.009481187,0.002275313,-0.0074,0.007139632,-4.285747764,-4.352106308,-3.240066952,0.0117,0.0086,0.0256
200104,0.083408779,0.122496901,0.0387,-0.002954404,0.003972758,-0.0313,0.00742621,-4.365616211,-4.2916092,-3.379630216,0.0206,0.0087,0.0333
200105,0.014550447,0.120510188,0.0362,-0.002907245,0.004522329,0.0037,0.002536247,-4.376589494,-4.371512206,-3.454864767,0.0232,0.0078,0.0367
200106,-0.015496994,0.125209433,0.0349,0.013574536,0.001688239,0.0085,0.001508369,-4.357198975,-4.382520458,-3.504996472,0.0241,0.0079,0.0369
200107,-0.000871714,0.124966583,0.0351,0.021513305,-0.002808989,0.0376,0.002899595,-4.345306401,-4.356137291,-3.57411014,0.021,0.0084,0.0362
200108,-0.055280411,0.132164144,0.0336,0.01151972,0,0.0206,0.002221486,-4.277990237,-4.344245843,-3.594749928,0.021,0.0083,0.0366
200109,-0.072448849,0.148628588,0.0264,0.010656024,0.004507042,0.0081,0.007167587,-4.191674187,-4.276930802,-3.604664331,0.0278,0.0086,0.0453
200110,0.030880114,0.1449014,0.0216,0.013266735,-0.003365115,0.0464,0.003249758,-4.209611375,-4.191674187,-3.666159897,0.029,0.0088,0.0487
200111,0.08464516,0.133481367,0.0187,0.011562744,-0.001688239,-0.0471,0.002189351,-4.282095726,-4.209611375,-3.784186709,0.0366,0.0084,0.051
200112,0.019753675,0.131217846,0.0169,0.016005728,-0.003945885,-0.0183,0.001797955,-4.289641018,-4.282095726,-3.839447958,0.0406,0.0128,0.0508
200201,-0.00324363,0.132560549,0.0165,0.016483133,0.002263724,0.0138,0.002183889,-4.274156441,-4.289852815,-3.823616586,0.0404,0.0132,0.049
200202,-0.0083106,0.130119086,0.0173,0.01572979,0.003952569,0.0115,0.002567832,-4.253383397,-4.274368283,-3.802496719,0.039,0.0138,0.0478
200203,0.048204661,0.236833402,0.0179,0.016199934,0.005624297,-0.0436,0.002014824,-4.28967536,-4.253595283,-3.838441833,0.0425,0.013,0.0502
200204,-0.050222626,0.247732313,0.0172,0.015942552,0.005592841,0.041,0.002319717,-4.219742972,-4.283127654,-3.747898932,0.0403,0.0127,0.0504
200205,0.004258975,0.248255614,0.0173,0.023346991,0,0.0015,0.004101625,-4.204114918,-4.21323786,-3.71233588,0.0405,0.0134,0.0502
200206,-0.060565884,0.266572502,0.017,0.027602866,0.000556174,0.0187,0.003707969,-4.122427403,-4.197651849,-3.611352434,0.0396,0.0132,0.0493
200207,-0.066333602,0.282032195,0.0168,0.028519161,0.001111729,0.0303,0.015342791,-4.045116759,-4.127406528,-3.488749401,0.0376,0.0137,0.0485
200208,0.020706644,0.284411556,0.0162,0.026027797,0.003331483,0.0464,0.009409278,-4.054990345,-4.0501208,-3.45486806,0.0348,0.0121,0.0475
200209,-0.098711819,0.324555156,0.0163,0.030106425,0.00166021,0.0417,0.007366061,-3.943470649,-4.060019552,-3.301014051,0.0317,0.0125,0.0452
200210,0.099369201,0.293437064,0.0158,0.026428239,0.001657459,-0.0294,0.011589679,-4.020567273,-3.937665117,-3.411478557,0.035,0.0141,0.0474
200211,0.071403827,0.276975499,0.0123,0.023160691,0,-0.0122,0.004449081,-4.070295836,-4.014795251,-3.495322759,0.0398,0.0131,0.0508
200212,-0.045112834,0.295385896,0.0119,0.026247935,-0.002206288,0.0507,0.00263948,-4.002327662,-4.064556939,-3.462263953,0.0365,0.0124,0.0502
200301,-0.010100567,0.305942307,0.0117,0.028360044,0.004422333,-0.0106,0.005167513,-3.971383624,-3.999181117,-3.40201576,0.0378,0.0118,0.05
200302,0.000926117,0.312251321,0.0117,0.028033867,0.007705008,0.0329,0.00256416,-3.951097105,-3.968246949,-3.353435251,0.0355,0.0111,0.0478
200303,0.026334367,0.286117701,0.0113,0.024356586,0.006007646,-0.0135,0.006136133,-3.956293112,-3.947970238,-3.331285317,0.0373,0.0106,0.0476
200304,0.094507482,0.269654031,0.0113,0.020033503,-0.002171553,0.0102,0.003064828,-4.035535846,-3.957608496,-3.363757622,0.0368,0.0111,0.0461
200305,0.06541242,0.258375506,0.0107,0.006730644,-0.001632209,0.0592,0.002228351,-4.086498628,-4.036852963,-3.369924881,0.0329,0.0116,0.0415
200306,0.026953969,0.254488337,0.0092,0.001584827,0.001089918,-0.0154,0.001997741,-4.099086369,-4.087817482,-3.33952723,0.036,0.0122,0.0405
200307,0.031664046,0.247643335,0.009,0.000492901,0.001088732,-0.0982,0.002046059,-4.106525773,-4.090442528,-3.317466448,0.0452,0.0113,0.0459
200308,0.033107002,0.242856073,0.0095,0.002313005,0.003806417,0.0166,0.000966025,-4.115671351,-4.097956007,-3.29843943,0.0437,0.0113,0.0493
200309,0.003716404,0.246541783,0.0094,0.007332711,0.003250271,0.0546,0.001869122,-4.095158171,-4.107174403,-3.250983129,0.0396,0.0107,0.0478
200310,0.068649332,0.233308967,0.0092,0.007190942,-0.001079914,-0.0283,0.001407576,-4.132732281,-4.079228013,-3.220345753,0.0426,0.0103,0.0478
200311,0.022375926,0.233754152,0.0093,0.009977051,-0.002702703,-0.0027,0.000919633,-4.124155144,-4.117051919,-3.149840954,0.0426,0.0101,0.0472
200312,0.064283048,0.218739865,0.009,0.006914789,-0.001084011,0.0139,0.000893699,-4.158235764,-4.108716865,-3.127343482,0.0421,0.0098,0.0472
200401,0.031833369,0.218027721,0.0088,0.006808535,0.004883342,0.0187,0.000978819,-4.163206095,-4.146077212,-3.122422096,0.0411,0.009,0.0466
200402,0.026796043,0.21605322,0.0093,0.008694551,0.005399568,0.023,0.000610712,-4.1633287,-4.151193599,-3.112982672,0.039,0.0077,0.0457
200403,-0.001401024,0.281731466,0.0094,0.012266828,0.006444683,0.0141,0.001981263,-4.134964572,-4.151458793,-3.075369574,0.038,0.0078,0.0439
200404,-0.001400046,0.285371867,0.0094,0.011551264,0.003201708,-0.0588,0.001230928,-4.107397869,-4.124331263,-3.032181311,0.0437,0.0073,0.0479
200405,0.027453615,0.286411574,0.0102,0.012947592,0.005851064,-0.0051,0.000977626,-4.108887462,-4.096876438,-3.018609187,0.0437,0.0071,0.0502
200406,0.032944015,0.279631603,0.0127,0.012332848,0.003172924,0.0121,0.000770751,-4.116304769,-4.09847558,-3.011493431,0.0405,0.0077,0.0474
200407,-0.019090715,0.28778831,0.0133,0.014578572,-0.001581444,0.0155,0.000777089,-4.071391764,-4.106284002,-2.967030046,0.039,0.008,0.0449
200408,0.018089774,0.286820616,0.0148,0.014208085,0.000527983,0.0395,0.001442837,-4.063755138,-4.061470417,-2.959834358,0.0345,0.0081,0.0417
200409,0.024992233,0.289485302,0.0165,0.009064156,0.002110818,0.0096,0.00070568,-4.063251595,-4.053931258,-2.959763322,0.0323,0.0081,0.0381
200410,0.029343888,0.291009597,0.0176,0.007302521,0.005265929,0.0154,0.001230487,-4.072361809,-4.058444853,-2.969189769,0.0302,0.0074,0.0371
200411,0.052492067,0.279831646,0.0207,0.012153398,0.000523835,-0.0234,0.0008574,-4.10544684,-4.067578061,-3.002588115,0.0295,0.0068,0.0345
200412,0.046030862,0.270619243,0.0219,0.01286894,-0.003664922,0.025,0.000727843,-4.132628359,-4.100685868,-3.030080068,0.0265,0.0068,0.0328
200501,-0.011016317,0.278179856,0.0233,0.013454837,0.002101944,0.03,0.000821397,-4.093625256,-4.119241004,-2.994437895,0.0232,0.0066,0.0303
200502,0.033061114,0.271041024,0.0254,0.012166254,0.005768222,-0.0128,0.000834446,-4.099141693,-4.080414758,-3.003237938,0.0225,0.0062,0.0266
200503,-0.004599073,0.319856889,0.0274,0.009024319,0.007820647,-0.0072,0.000859896,-4.066800687,-4.086103439,-2.974105869,0.0214,0.0066,0.0266
200504,-0.005099371,0.329624401,0.0278,0.00991423,0.006725298,0.0373,0.001825871,-4.035016897,-4.055330416,-2.937132604,0.0183,0.0072,0.0255
200505,0.04436338,0.320965505,0.0284,0.007788368,-0.001027749,0.0297,0.000859393,-4.053188926,-4.023676703,-2.950258087,0.0156,0.0086,0.0231
200506,0.014795069,0.326979057,0.0297,0.0073351,0.000514403,0.0167,0.000542133,-4.041833204,-4.041975892,-2.933992862,0.0132,0.009,0.0199
200507,0.049612162,0.315734275,0.0322,0.004540608,0.004627249,-0.0288,0.000649913,-4.068462571,-4.033126119,-2.952582698,0.0134,0.0089,0.0184
200508,0.003145141,0.320533125,0.0344,0.004244722,0.005117707,0.0333,0.000696701,-4.048545178,-4.059830646,-2.92482645,0.0088,0.0087,0.0165
200509,0.021400211,0.31789151,0.0342,0.005578763,0.012219959,-0.0338,0.000659899,-4.046912033,-4.039987125,-2.915547475,0.0122,0.009,0.0171
200510,-0.00315406,0.321808187,0.0371,0.004613314,0.002012072,-0.0196,0.001817984,-4.017514554,-4.035414549,-2.880963048,0.0113,0.0095,0.0164
200511,0.048779732,0.310914346,0.0388,0.005636472,-0.008032129,0.0076,0.000539896,-4.040728999,-4.006147762,-2.899133661,0.0093,0.0097,0.0154
200512,0.013449263,0.313477957,0.0389,0.002991072,-0.004048583,0.0267,0.000433,-4.02853711,-4.02948996,-2.882035152,0.0072,0.0095,0.0148
200601,0.038968589,0.309226258,0.0424,-0.000471496,0.007621951,-0.0118,0.000975388,-4.045244941,-4.02009698,-2.894206989,0.005,0.0095,0.0105
200602,0.014252017,0.305610361,0.0443,0.002005365,0.002017146,0.0238,0.000648551,-4.037328446,-4.036875452,-2.881850083,0.0014,0.0092,0.0092
200603,0.024719738,0.316009441,0.0451,0.001610308,0.005535984,-0.0539,0.000545238,-4.040063158,-4.029028424,-2.880236938,0.0056,0.0088,0.0102
200604,0.025648413,0.308841978,0.046,-0.004350193,0.008508509,-0.0247,0.000599801,-4.042608824,-4.03052645,-2.884005725,0.0072,0.0084,0.0124
200605,-0.017219899,0.314340308,0.0472,-0.003319109,0.004962779,0.001,0.001355149,-4.001757292,-4.033162206,-2.844355771,0.0063,0.008,0.0123
200606,0.014380519,0.31485029,0.0479,-0.002932031,0.001975309,0.0092,0.002102821,-3.992485683,-3.992399078,-2.836264759,0.0052,0.0089,0.011
200607,0.019309994,0.313852175,0.0495,-0.003075204,0.002957122,0.0199,0.001451665,-3.988273069,-3.983200144,-2.823244866,0.0023,0.0091,0.009
200608,0.035065488,0.308461799,0.0496,-0.007442277,0.001965602,0.0299,0.000469238,-4.000124083,-3.979072959,-2.826524714,0,0.0091,0.0072
200609,0.038138243,0.300593284,0.0481,-0.008442359,-0.004904365,0.017,0.000513377,-4.015277221,-3.991007845,-2.833333125,0.0003,0.0092,0.007
200610,0.044444288,0.290599161,0.0492,-0.007904628,-0.00542139,0.0077,0.000450577,-4.035498256,-4.00447642,-2.851959154,-0.0011,0.0091,0.0059
200611,0.029640472,0.287241868,0.0494,-0.015818037,-0.00148662,0.0207,0.000592203,-4.041145372,-4.024812867,-2.856047629,-0.0027,0.0087,0.0039
200612,0.025885903,0.2816824,0.0485,-0.015384481,0.001488834,-0.0236,0.000357509,-4.04310979,-4.030572954,-2.856488538,0.0006,0.009,0.0047
200701,0.027101817,0.278144211,0.0498,-0.019720137,0.003052527,-0.0102,0.000450485,-4.048931942,-4.034970769,-2.863765357,0.0004,0.0094,0.0042
200702,-0.008464559,0.286148494,0.0503,-0.015235029,0.005350368,0.0335,0.001476815,-4.018770324,-4.040858629,-2.835037082,-0.0026,0.0089,0.0036
200703,0.023595328,0.269050014,0.0494,-0.012126457,0.009105696,-0.0145,0.001587551,-4.020692152,-4.010761668,-2.838371395,-0.0001,0.0097,0.0036
200704,0.055520642,0.254456169,0.0487,-0.008261584,0.006496163,0.0085,0.000582144,-4.054284071,-4.011904235,-2.873561267,0.0002,0.0092,0.006
200705,0.044895076,0.243911494,0.0473,-0.009924832,0.006110719,-0.02,0.00069655,-4.077603432,-4.045572709,-2.898453352,0.0037,0.0092,0.0074
200706,-0.004563203,0.24789561,0.0461,-0.010708196,0.001937975,-0.0091,0.001472429,-4.050990372,-4.068967303,-2.873388382,0.006,0.0091,0.0118
200707,-0.018518941,0.251584964,0.0482,-0.01508319,-0.000254377,0.0284,0.002426262,-4.00824523,-4.040749731,-2.866113177,0.0019,0.0092,0.0091
200708,0.027236662,0.248839851,0.042,-0.012496855,-0.001833902,0.0199,0.005134044,-4.010889957,-3.998108398,-2.904777061,0.0067,0.0086,0.0159
200709,0.049439954,0.239207437,0.0389,-0.01320702,0.002755907,0.0012,0.001868431,-4.036023133,-4.000854849,-2.966515403,0.01,0.0085,0.0185
200710,0.028883354,0.23861706,0.039,-0.018406978,0.002139191,0.0155,0.001682891,-4.041425488,-4.02671193,-3.035341397,0.009,0.0082,0.0176
200711,-0.029385409,0.248579692,0.0327,-0.025428137,0.005939618,0.0468,0.00563682,-3.987157394,-4.032200184,-3.047507559,0.0118,0.0096,0.0217
200712,0.007543645,0.250582973,0.03,-0.041810886,-0.000670863,-0.0029,0.002345333,-3.96935049,-3.97801642,-3.099523108,0.015,0.0116,0.0249
200801,-0.045354068,0.262754422,0.0275,-0.038459798,0.004970577,0.0213,0.004831799,-3.899408407,-3.962522317,-3.066001916,0.0161,0.0121,0.0258
200802,-0.016240353,0.270979321,0.0212,-0.050814451,0.002904112,0.0018,0.003225655,-3.857246834,-3.892626542,-3.061117429,0.0226,0.0129,0.0341
200803,0.014143285,0.254057567,0.0126,-0.053151878,0.008668213,0.0106,0.006337649,-3.844533241,-3.850510654,-3.086594528,0.0306,0.0138,0.0425
200804,0.065692267,0.243014696,0.0129,-0.050124897,0.006064778,-0.0288,0.002903691,-3.886155042,-3.839704102,-3.184118772,0.0329,0.0142,0.0426
200805,0.0293757,0.246510612,0.0173,-0.046538955,0.008420886,-0.0164,0.001640662,-3.891966698,-3.881349111,-3.248559204,0.0302,0.0136,0.0384
